code,color,id,stripe_name,name
5039,4,construction_materials,construction_materials,Construction Materials
5044,4,photographic_photocopy_microfilm_equipment_and_supplies,photographic_photocopy_microfilm_equipment_and_supplies,Photographic Photocopy Microfilm Equipment and Supplies
5045,4,computers_peripherals_and_software,computers_peripherals_and_software,Computers Peripherals and Software
5046,4,commercial_equipment,commercial_equipment,Commercial Equipment
5047,4,medical_dental_ophthalmic_and_hospital_equipment_and_supplies,medical_dental_ophthalmic_and_hospital_equipment_and_supplies,Medical Dental Ophthalmic and Hospital Equipment and Supplies
5051,4,metal_service_centers,metal_service_centers,Metal Service Centers
5065,4,electrical_parts_and_equipment,electrical_parts_and_equipment,Electrical Parts and Equipment
5072,4,hardware_equipment_and_supplies,hardware_equipment_and_supplies,Hardware Equipment and Supplies
5074,4,plumbing_heating_equipment_and_supplies,plumbing_heating_equipment_and_supplies,Plumbing Heating Equipment and Supplies
5085,4,industrial_supplies,industrial_supplies,Industrial Supplies
5094,4,precious_stones_and_metals_watches_and_jewelry,precious_stones_and_metals_watches_and_jewelry,Precious Stones and Metals Watches and Jewelry
5099,4,durable_goods,durable_goods,Durable Goods
5122,4,drugs_drug_proprietaries_and_druggist_sundries,drugs_drug_proprietaries_and_druggist_sundries,Drugs Drug Proprietaries and Druggist Sundries
5131,4,piece_goods_notions_and_other_dry_goods,piece_goods_notions_and_other_dry_goods,Piece Goods Notions and Other Dry Goods
5137,4,uniforms_commercial_clothing,uniforms_commercial_clothing,Uniforms Commercial Clothing
5139,4,commercial_footwear,commercial_footwear,Commercial Footwear
5169,4,chemicals_and_allied_products,chemicals_and_allied_products,Chemicals and Allied Products
5172,4,petroleum_and_petroleum_products,petroleum_and_petroleum_products,Petroleum and Petroleum Products
5192,4,books_periodicals_and_newspapers,books_periodicals_and_newspapers,Books Periodicals and Newspapers
5193,4,florists_supplies_nursery_stock_and_flowers,florists_supplies_nursery_stock_and_flowers,Florists Supplies Nursery Stock and Flowers
5198,4,paints_varnishes_and_supplies,paints_varnishes_and_supplies,Paints Varnishes and Supplies
5199,4,nondurable_goods,nondurable_goods,Nondurable Goods
5200,4,home_supply_warehouse_stores,home_supply_warehouse_stores,Home Supply Warehouse Stores
5211,4,lumber_building_materials_stores,lumber_building_materials_stores,Lumber Building Materials Stores
5231,4,glass_paint_and_wallpaper_stores,glass_paint_and_wallpaper_stores,Glass Paint and Wallpaper Stores
5251,4,hardware_stores,hardware_stores,Hardware Stores
5261,4,nurseries_lawn_and_garden_supply_stores,nurseries_lawn_and_garden_supply_stores,Nurseries Lawn and Garden Supply Stores
5262,4,marketplaces,marketplaces,Marketplaces
5271,4,mobile_home_dealers,mobile_home_dealers,Mobile Home Dealers
5300,4,wholesale_clubs,wholesale_clubs,Wholesale Clubs
5309,4,duty_free_stores,duty_free_stores,Duty Free Stores
5310,4,discount_stores,discount_stores,Discount Stores
5311,4,department_stores,department_stores,Department Stores
5331,4,variety_stores,variety_stores,Variety Stores
5399,4,miscellaneous_general_merchandise,miscellaneous_general_merchandise,Miscellaneous General Merchandise
5411,4,grocery_stores_supermarkets,grocery_stores_supermarkets,Grocery Stores Supermarkets
5422,4,freezer_and_locker_meat_provisioners,freezer_and_locker_meat_provisioners,Freezer and Locker Meat Provisioners
5441,4,candy_nut_and_confectionery_stores,candy_nut_and_confectionery_stores,Candy Nut and Confectionery Stores
5451,4,dairy_products_stores,dairy_products_stores,Dairy Products Stores
5462,4,bakeries,bakeries,Bakeries
5499,4,miscellaneous_food_stores,miscellaneous_food_stores,Miscellaneous Food Stores
5511,4,car_and_truck_dealers_new_used,car_and_truck_dealers_new_used,Car and Truck Dealers New Used
5521,4,car_and_truck_dealers_used_only,car_and_truck_dealers_used_only,Car and Truck Dealers Used Only
5531,4,auto_and_home_supply_stores,auto_and_home_supply_stores,Auto and Home Supply Stores
5532,4,automotive_tire_stores,automotive_tire_stores,Automotive Tire Stores
5533,4,automotive_parts_and_accessories_stores,automotive_parts_and_accessories_stores,Automotive Parts and Accessories Stores
5541,4,service_stations,service_stations,Service Stations
5542,4,automated_fuel_dispensers,automated_fuel_dispensers,Automated Fuel Dispensers
5551,4,boat_dealers,boat_dealers,Boat Dealers
5552,4,electric_vehicle_charging,electric_vehicle_charging,Electric Vehicle Charging
5561,4,motorcycle_shops_dealers,motorcycle_shops_dealers,Motorcycle Shops Dealers
5571,4,motorcycle_shops_and_dealers,motorcycle_shops_and_dealers,Motorcycle Shops and Dealers
5592,4,motor_homes_dealers,motor_homes_dealers,Motor Homes Dealers
5598,4,snowmobile_dealers,snowmobile_dealers,Snowmobile Dealers
5599,4,miscellaneous_auto_dealers,miscellaneous_auto_dealers,Miscellaneous Auto Dealers
5611,5,mens_and_boys_clothing_and_accessories_stores,mens_and_boys_clothing_and_accessories_stores,Men and boys' Clothing and Accessories Stores
5621,5,womens_ready_to_wear_stores,womens_ready_to_wear_stores,Women's Ready to Wear Stores
5631,5,womens_accessory_and_specialty_shops,womens_accessory_and_specialty_shops,Women's Accessory and Specialty Shops
5641,5,childrens_and_infants_wear_stores,childrens_and_infants_wear_stores,Children and Infant's Wear Stores
5651,5,family_clothing_stores,family_clothing_stores,Family Clothing Stores
5655,5,sports_and_riding_apparel_stores,sports_and_riding_apparel_stores,Sports and Riding Apparel Stores
5661,5,shoe_stores,shoe_stores,Shoe Stores
5681,5,furriers_and_fur_shops,furriers_and_fur_shops,Furriers and Fur Shops
5691,5,mens_womens_clothing_stores,mens_womens_clothing_stores,Men and Women's Clothing Stores
5697,5,tailors_alterations,tailors_alterations,Tailors Alterations
5698,5,wig_and_toupee_stores,wig_and_toupee_stores,Wig and Toupee Stores
5699,5,miscellaneous_apparel_and_accessory_shops,miscellaneous_apparel_and_accessory_shops,Miscellaneous Apparel and Accessory Shops
5712,6,furniture_home_furnishings_and_equipment_stores_except_appliances,furniture_home_furnishings_and_equipment_stores_except_appliances,Furniture Home Furnishings and Equipment Stores Except Appliances
5713,6,floor_covering_stores,floor_covering_stores,Floor Covering Stores
5714,6,drapery_window_covering_and_upholstery_stores,drapery_window_covering_and_upholstery_stores,Drapery Window Covering and Upholstery Stores
5718,6,fireplace_fireplace_screens_and_accessories_stores,fireplace_fireplace_screens_and_accessories_stores,Fireplace Fireplace Screens and Accessories Stores
5719,6,miscellaneous_home_furnishing_specialty_stores,miscellaneous_home_furnishing_specialty_stores,Miscellaneous Home Furnishing Specialty Stores
5722,6,household_appliance_stores,household_appliance_stores,Household Appliance Stores
5732,6,electronics_stores,electronics_stores,Electronics Stores
5733,6,music_stores_musical_instruments_pianos_and_sheet_music,music_stores_musical_instruments_pianos_and_sheet_music,Music Stores Musical Instruments Pianos and Sheet Music
5734,6,computer_software_stores,computer_software_stores,Computer Software Stores
5735,6,record_stores,record_stores,Record Stores
5811,6,caterers,caterers,Caterers
5812,6,eating_places_restaurants,eating_places_restaurants,Eating Places Restaurants
5813,6,drinking_places,drinking_places,Drinking Places
5814,6,fast_food_restaurants,fast_food_restaurants,Fast Food Restaurants
5815,6,digital_goods_media,digital_goods_media,Digital Goods Media
5816,6,digital_goods_games,digital_goods_games,Digital Goods Games
5817,6,digital_goods_applications,digital_goods_applications,Digital Goods Applications
5818,6,digital_goods_large_volume,digital_goods_large_volume,Digital Goods Large Volume
5912,6,drug_stores_and_pharmacies,drug_stores_and_pharmacies,Drug Stores and Pharmacies
5921,6,package_stores_beer_wine_and_liquor,package_stores_beer_wine_and_liquor,Package Stores Beer Wine and Liquor
5931,6,used_merchandise_and_secondhand_stores,used_merchandise_and_secondhand_stores,Used Merchandise and Secondhand Stores
5932,6,antique_shops,antique_shops,Antique Shops
5933,6,pawn_shops,pawn_shops,Pawn Shops
5935,6,wrecking_and_salvage_yards,wrecking_and_salvage_yards,Wrecking and Salvage Yards
5937,6,antique_reproductions,antique_reproductions,Antique Reproductions
5940,6,bicycle_shops,bicycle_shops,Bicycle Shops
5941,6,sporting_goods_stores,sporting_goods_stores,Sporting Goods Stores
5942,6,book_stores,book_stores,Book Stores
5943,6,stationery_stores_office_and_school_supply_stores,stationery_stores_office_and_school_supply_stores,Stationery Stores Office and School Supply Stores
5944,6,jewelry_stores_watches_clocks_and_silverware_stores,jewelry_stores_watches_clocks_and_silverware_stores,Jewelry Stores Watches Clocks and Silverware Stores
5945,6,hobby_toy_and_game_shops,hobby_toy_and_game_shops,Hobby Toy and Game Shops
5946,6,camera_and_photographic_supply_stores,camera_and_photographic_supply_stores,Camera and Photographic Supply Stores
5947,6,gift_card_novelty_and_souvenir_shops,gift_card_novelty_and_souvenir_shops,Gift Card Novelty and Souvenir Shops
5948,6,luggage_and_leather_goods_stores,luggage_and_leather_goods_stores,Luggage and Leather Goods Stores
5949,6,sewing_needlework_fabric_and_piece_goods_stores,sewing_needlework_fabric_and_piece_goods_stores,Sewing Needlework Fabric and Piece Goods Stores
5950,6,glassware_crystal_stores,glassware_crystal_stores,Glassware Crystal Stores
5960,6,direct_marketing_insurance_services,direct_marketing_insurance_services,Direct Marketing Insurance Services
5962,6,direct_marketing_travel,direct_marketing_travel,Direct Marketing Travel
5963,6,door_to_door_sales,door_to_door_sales,Door To Door Sales
5964,6,direct_marketing_catalog_merchant,direct_marketing_catalog_merchant,Direct Marketing Catalog Merchant
5965,6,direct_marketing_combination_catalog_and_retail_merchant,direct_marketing_combination_catalog_and_retail_merchant,Direct Marketing Combination Catalog and Retail Merchant
5966,6,direct_marketing_outbound_telemarketing,direct_marketing_outbound_telemarketing,Direct Marketing Outbound Telemarketing
5967,6,direct_marketing_inbound_telemarketing,direct_marketing_inbound_telemarketing,Direct Marketing Inbound Telemarketing
5968,6,direct_marketing_subscription,direct_marketing_subscription,Direct Marketing Subscription
5969,6,direct_marketing_other,direct_marketing_other,Direct Marketing Other
5970,6,artists_supply_and_craft_shops,artists_supply_and_craft_shops,Artists Supply and Craft Shops
5971,6,art_dealers_and_galleries,art_dealers_and_galleries,Art Dealers and Galleries
5972,6,stamp_and_coin_stores,stamp_and_coin_stores,Stamp and Coin Stores
5973,6,religious_goods_stores,religious_goods_stores,Religious Goods Stores
5975,6,hearing_aids_sales_and_supplies,hearing_aids_sales_and_supplies,Hearing Aids Sales and Supplies
5976,6,orthopedic_goods_prosthetic_devices,orthopedic_goods_prosthetic_devices,Orthopedic Goods Prosthetic Devices
5977,6,cosmetic_stores,cosmetic_stores,Cosmetic Stores
5978,6,typewriter_stores,typewriter_stores,Typewriter Stores
5983,6,fuel_dealers_non_automotive,fuel_dealers_non_automotive,Fuel Dealers Non Automotive
5992,6,florists,florists,Florists
5993,6,cigar_stores_and_stands,cigar_stores_and_stands,Cigar Stores and Stands
5994,6,news_dealers_and_newsstands,news_dealers_and_newsstands,News Dealers and Newsstands
5995,6,pet_shops_pet_food_and_supplies,pet_shops_pet_food_and_supplies,Pet Shops Pet Food and Supplies
5996,6,swimming_pools_sales,swimming_pools_sales,Swimming Pools Sales
5997,6,electric_razor_stores,electric_razor_stores,Electric Razor Stores
5998,6,tent_and_awning_shops,tent_and_awning_shops,Tent and Awning Shops
5999,6,miscellaneous_specialty_retail,miscellaneous_specialty_retail,Miscellaneous Specialty Retail
6012,6,financial_institutions,financial_institutions,Financial Institutions
6051,6,non_fi_money_orders,non_fi_money_orders,Non-Fi Money Orders
6211,6,security_brokers_dealers,security_brokers_dealers,Security Brokers Dealers
6300,6,insurance_underwriting_premiums,insurance_underwriting_premiums,Insurance Underwriting Premiums
6513,6,real_estate_agents_and_managers_rentals,real_estate_agents_and_managers_rentals,Real Estate Agents and Managers Rentals
6540,6,non_fi_stored_value_card_purchase_load,non_fi_stored_value_card_purchase_load,Non-Fi Stored Value Card Purchase Load
7011,6,hotels_motels_and_resorts,hotels_motels_and_resorts,Hotels Motels and Resorts
7012,6,timeshares,timeshares,Timeshares
7032,6,sporting_recreation_camps,sporting_recreation_camps,Sporting Recreation Camps
7033,6,trailer_parks_campgrounds,trailer_parks_campgrounds,Trailer Parks Campgrounds
7210,6,laundry_cleaning_services,laundry_cleaning_services,Laundry Cleaning Services
7211,6,laundries,laundries,Laundries
7216,6,dry_cleaners,dry_cleaners,Dry Cleaners
7217,6,carpet_upholstery_cleaning,carpet_upholstery_cleaning,Carpet Upholstery Cleaning
7221,6,photographic_studios,photographic_studios,Photographic Studios
7230,6,barber_and_beauty_shops,barber_and_beauty_shops,Barber and Beauty Shops
7251,6,shoe_repair_hat_cleaning,shoe_repair_hat_cleaning,Shoe Repair Hat Cleaning
7261,6,funeral_services_crematories,funeral_services_crematories,Funeral Services Crematories
7276,6,tax_preparation_services,tax_preparation_services,Tax Preparation Services
7277,6,counseling_services,counseling_services,Counseling Services
7278,6,buying_shopping_services,buying_shopping_services,Buying Shopping Services
7296,6,clothing_rental,clothing_rental,Clothing Rental
7297,6,massage_parlors,massage_parlors,Massage Parlors
7298,6,health_and_beauty_spas,health_and_beauty_spas,Health and Beauty Spas
7299,6,miscellaneous_general_services,miscellaneous_general_services,Miscellaneous General Services
7311,7,advertising_services,advertising_services,Advertising Services
7321,7,credit_reporting_agencies,credit_reporting_agencies,Credit Reporting Agencies
7333,7,commercial_photography_art_and_graphics,commercial_photography_art_and_graphics,Commercial Photography Art and Graphics
7338,7,quick_copy_repro_and_blueprint,quick_copy_repro_and_blueprint,Quick Copy Repro and Blueprint
7339,7,secretarial_support_services,secretarial_support_services,Secretarial Support Services
7342,7,exterminating_services,exterminating_services,Exterminating Services
7349,7,cleaning_and_maintenance,cleaning_and_maintenance,Cleaning and Maintenance
7361,7,employment_temp_agencies,employment_temp_agencies,Employment Temp Agencies
7372,7,computer_programming,computer_programming,Computer Programming
7375,7,information_retrieval_services,information_retrieval_services,Information Retrieval Services
7379,7,computer_repair,computer_repair,Computer Repair
7392,7,consulting_public_relations,consulting_public_relations,Consulting Public Relations
7393,7,detective_agencies,detective_agencies,Detective Agencies
7394,7,equipment_rental,equipment_rental,Equipment Rental
7395,7,photo_developing,photo_developing,Photo Developing
7399,7,miscellaneous_business_services,miscellaneous_business_services,Miscellaneous Business Services
7513,7,truck_utility_trailer_rentals,truck_utility_trailer_rentals,Truck Utility Trailer Rentals
7519,7,recreational_vehicle_rentals,recreational_vehicle_rentals,Recreational Vehicle Rentals
7523,7,parking_lots_garages,parking_lots_garages,Parking Lots Garages
7531,7,auto_body_repair_shops,auto_body_repair_shops,Auto Body Repair Shops
7534,7,tire_retreading_and_repair,tire_retreading_and_repair,Tire Retreading and Repair
7535,7,auto_paint_shops,auto_paint_shops,Auto Paint Shops
7538,7,auto_service_shops,auto_service_shops,Auto Service Shops
7549,7,towing_services,towing_services,Towing Services
7622,7,electronics_repair_shops,electronics_repair_shops,Electronics Repair Shops
7623,7,ac_refrigeration_repair,ac_refrigeration_repair,AC Refrigeration Repair
7629,7,small_appliance_repair,small_appliance_repair,Small Appliance Repair
7631,7,watch_jewelry_repair,watch_jewelry_repair,Watch Jewelry Repair
7641,7,furniture_repairs_refinishing,furniture_repairs_refinishing,Furniture Repairs Refinishing
7692,7,welding_repair,welding_repair,Welding Repair
7800,7,government_owned_lotteries_us_region_only,government_owned_lotteries_us_region_only,Government Owned Lotteries US Region Only
7801,7,government_licensed_online_casinos_online_gambling_us_region_only,government_licensed_online_casinos_online_gambling_us_region_only,Government Licensed Online Casinos Online Gambling US Region Only
7802,7,government_licensed_horse_dog_racing_us_region_only,government_licensed_horse_dog_racing_us_region_only,Government Licensed Horse Dog Racing US Region Only
7829,7,picture_video_production,picture_video_production,Picture Video Production
7832,7,motion_picture_theaters_cinema,motion_picture_theaters_cinema,Motion Picture Theaters Cinema
7841,7,video_tape_rental_stores,video_tape_rental_stores,Video Tape Rental Stores
7911,7,dance_hall_studios_schools,dance_hall_studios_schools,Dance Hall Studios Schools
7922,7,theatrical_ticket_agencies,theatrical_ticket_agencies,Theatrical Ticket Agencies
7929,7,bands_orchestras,bands_orchestras,Bands Orchestras
7932,7,billiard_pool_establishments,billiard_pool_establishments,Billiard Pool Establishments
7933,7,bowling_alleys,bowling_alleys,Bowling Alleys
7941,7,sports_clubs_fields,sports_clubs_fields,Sports Clubs Fields
7991,7,tourist_attractions_and_exhibits,tourist_attractions_and_exhibits,Tourist Attractions and Exhibits
7992,7,golf_courses_public,golf_courses_public,Golf Courses Public
7993,7,video_amusement_game_supplies,video_amusement_game_supplies,Video Amusement Game Supplies
7994,7,video_game_arcades,video_game_arcades,Video Game Arcades
7995,7,betting_casino_gambling,betting_casino_gambling,Betting Casino Gambling
7996,7,amusement_parks_carnivals,amusement_parks_carnivals,Amusement Parks Carnivals
7997,7,country_clubs,country_clubs,Country Clubs
7998,7,aquariums,aquariums,Aquariums
7999,7,miscellaneous_recreation_services,miscellaneous_recreation_services,Miscellaneous Recreation Services
8011,8,doctors,doctors,Doctors
8021,8,dentists_orthodontists,dentists_orthodontists,Dentists Orthodontists
8031,8,osteopaths,osteopaths,Osteopaths
8041,8,chiropractors,chiropractors,Chiropractors
8042,8,optometrists_ophthalmologist,optometrists_ophthalmologist,Optometrists Ophthalmologist
8043,8,opticians_eyeglasses,opticians_eyeglasses,Opticians Eyeglasses
8049,8,chiropodists_podiatrists,chiropodists_podiatrists,Chiropodists Podiatrists
8050,8,nursing_personal_care,nursing_personal_care,Nursing Personal Care
8062,8,hospitals,hospitals,Hospitals
8071,8,medical_and_dental_labs,medical_and_dental_labs,Medical and Dental Labs
8099,8,medical_services,medical_services,Medical Services
8111,8,legal_services_attorneys,legal_services_attorneys,Legal Services Attorneys
8211,8,elementary_secondary_schools,elementary_secondary_schools,Elementary Secondary Schools
8220,8,colleges_universities,colleges_universities,Colleges Universities
8241,8,correspondence_schools,correspondence_schools,Correspondence Schools
8244,8,business_secretarial_schools,business_secretarial_schools,Business Secretarial Schools
8249,8,vocational_trade_schools,vocational_trade_schools,Vocational Trade Schools
8299,8,educational_services,educational_services,Educational Services
8351,8,child_care_services,child_care_services,Child Care Services
8398,8,charitable_and_social_service_organizations_fundraising,charitable_and_social_service_organizations_fundraising,Charitable and Social Service Organizations Fundraising
8641,8,civic_social_fraternal_associations,civic_social_fraternal_associations,Civic Social Fraternal Associations
8651,8,political_organizations,political_organizations,Political Organizations
8661,8,religious_organizations,religious_organizations,Religious Organizations
8675,8,automobile_associations,automobile_associations,Automobile Associations
8699,8,membership_organizations,membership_organizations,Membership Organizations
8734,8,testing_laboratories,testing_laboratories,Testing Laboratories
8911,8,architectural_surveying_services,architectural_surveying_services,Architectural Surveying Services
8931,8,accounting_bookkeeping_services,accounting_bookkeeping_services,Accounting Bookkeeping Services
8999,8,professional_services,professional_services,Professional Services
9211,9,court_costs,court_costs,Court Costs
9222,9,fines_government_administrative_entities,fines_government_administrative_entities,Fines Government Administrative Entities
9223,9,bail_and_bond_payments,bail_and_bond_payments,Bail and Bond Payments
9311,9,tax_payments_government_agencies,tax_payments_government_agencies,Tax Payments Government Agencies
9399,9,government_services,government_services,Government Services
9402,9,postal_services_government_only,postal_services_government_only,Postal Services Government Only
9405,9,u_s_federal_government_agencies_or_departments,u_s_federal_government_agencies_or_departments,U S Federal Government Agencies or Departments
9406,9,government_owned_lotteries_non_us_region,government_owned_lotteries_non_us_region,Government Owned Lotteries Non US Region
9702,9,emergency_services_gcas_visa_use_only,emergency_services_gcas_visa_use_only,Emergency Services GCAS Visa Use Only
9950,9,intra_company_purchases,intra_company_purchases,Intra Company Purchases
